track_id,start_frame,end_frame,start_time_sec,end_time_sec,duration_sec,mean_person_distance_px,mean_hand_distance_px,near_ratio,contact_ratio,mean_score,label
277,27451,27659,915.9483666666666,922.8886333333334,6.94026666666673,192.34554686188318,0.0,1.0,1.0,80.86146462078024,alta
280,27689,27976,923.8896333333333,933.4658666666667,9.576233333333334,205.28373371369804,43.92644544960796,1.0,0.4673913043478261,53.85495058487917,media
280,28070,28124,936.6023333333334,938.4041333333333,1.8351666666666666,208.22820075381568,67.76395652077414,1.0,0.3090909090909091,43.10793861868859,baixa
280,28134,28154,938.7378,939.4051333333333,0.7007,203.7029477643207,0.0,1.0,1.0,84.38787676109742,alta
283,27939,28044,932.2313,935.7348000000001,3.503500000000031,54.70006278082406,0.0,1.0,0.9764705882352941,93.01030420876182,alta
284,28160,28176,939.6053333333333,940.1392000000001,0.5338666666667677,142.6820541647395,0.0,1.0,1.0,86.21949647879089,alta
286,28183,28238,940.3727666666667,942.2079333333334,1.8685333333333334,82.8682912280251,0.0,1.0,1.0,92.93888781564054,alta
286,28254,28271,942.7418,943.3090333333333,0.5672333333333334,130.09829726545698,52.27944587258732,1.0,0.17647058823529413,48.814381579837665,media
293,28581,28647,953.6527,955.8549,2.2022000000000617,185.20620241758638,69.45679374363111,1.0,0.043478260869565216,38.068630010026105,baixa
293,28704,28724,957.7568,958.4241333333333,0.7007,247.9442120664237,0.0,1.0,1.0,79.73250818273398,alta
293,28726,28781,958.4908666666666,960.3260333333334,1.8685333333333334,230.6568773928781,0.2541890825544085,1.0,1.0,76.51082158514684,alta
293,28785,28812,960.4595,961.3604,0.9342666666666667,226.52021217143516,5.553819928850446,1.0,1.0,71.83570814739377,media
295,28548,28574,952.5516,953.4191333333333,0.9009,125.22564726042874,5.230771665219907,1.0,1.0,79.82176071969003,alta
295,28581,28648,953.6527,955.8882666666667,2.2355666666667275,154.8303651173052,2.4417618040054565,1.0,1.0,81.12930263061023,alta
295,28726,28781,958.4908666666666,960.3260333333334,1.8685333333333334,153.7843672008267,0.0,1.0,1.0,85.39229978250856,alta
295,28785,28812,960.4595,961.3604,0.9008999999999787,148.03437942586723,0.0,1.0,1.0,85.15014084749556,alta
295,28872,28964,963.3624,966.4321333333334,3.0697333333333745,152.93513207629388,0.0,1.0,1.0,85.36399276872838,alta
295,28969,28984,966.5989666666667,967.0994666666667,0.5338666666666667,162.24238657057813,5.319921493530273,1.0,1.0,84.0814853898633,alta
